titleSlug,QID
distinct-numbers-in-each-subarray,1852
convert-date-format,1853
maximum-population-year,1854
maximum-distance-between-a-pair-of-values,1855
maximum-subarray-min-product,1856
largest-color-value-in-a-directed-graph,1857
longest-word-with-all-prefixes,1858
sorting-the-sentence,1859
incremental-memory-leak,1860
rotating-the-box,1861
sum-of-floored-pairs,1862
sum-of-all-subset-xor-totals,1863
minimum-number-of-swaps-to-make-the-binary-string-alternating,1864
finding-pairs-with-a-certain-sum,1865
number-of-ways-to-rearrange-sticks-with-k-sticks-visible,1866
orders-with-maximum-quantity-above-average,1867
product-of-two-run-length-encoded-arrays,1868
longer-contiguous-segments-of-ones-than-zeros,1869
minimum-speed-to-arrive-on-time,1870
jump-game-vii,1871
stone-game-viii,1872
calculate-special-bonus,1873
minimize-product-sum-of-two-arrays,1874
group-employees-of-the-same-salary,1875
substrings-of-size-three-with-distinct-characters,1876
minimize-maximum-pair-sum-in-array,1877
get-biggest-three-rhombus-sums-in-a-grid,1878
minimum-xor-sum-of-two-arrays,1879
check-if-word-equals-summation-of-two-words,1880
maximum-value-after-insertion,1881
process-tasks-using-servers,1882
minimum-skips-to-arrive-at-meeting-on-time,1883
egg-drop-with-2-eggs-and-n-floors,1884
count-pairs-in-two-arrays,1885
determine-whether-matrix-can-be-obtained-by-rotation,1886
reduction-operations-to-make-the-array-elements-equal,1887
minimum-number-of-flips-to-make-the-binary-string-alternating,1888
minimum-space-wasted-from-packaging,1889
the-latest-login-in-2020,1890
cutting-ribbons,1891
page-recommendations-ii,1892
check-if-all-the-integers-in-a-range-are-covered,1893
find-the-student-that-will-replace-the-chalk,1894
largest-magic-square,1895
minimum-cost-to-change-the-final-value-of-expression,1896
redistribute-characters-to-make-all-strings-equal,1897
maximum-number-of-removable-characters,1898
merge-triplets-to-form-target-triplet,1899
the-earliest-and-latest-rounds-where-players-compete,1900
find-a-peak-element-ii,1901
depth-of-bst-given-insertion-order,1902
largest-odd-number-in-string,1903
the-number-of-full-rounds-you-have-played,1904
count-sub-islands,1905
minimum-absolute-difference-queries,1906
count-salary-categories,1907
game-of-nim,1908
remove-one-element-to-make-the-array-strictly-increasing,1909
remove-all-occurrences-of-a-substring,1910
maximum-alternating-subsequence-sum,1911
design-movie-rental-system,1912
maximum-product-difference-between-two-pairs,1913
cyclically-rotating-a-grid,1914
number-of-wonderful-substrings,1915
count-ways-to-build-rooms-in-an-ant-colony,1916
leetcodify-friends-recommendations,1917
kth-smallest-subarray-sum,1918
leetcodify-similar-friends,1919
build-array-from-permutation,1920
eliminate-maximum-number-of-monsters,1921
count-good-numbers,1922
longest-common-subpath,1923
erect-the-fence-ii,1924
count-square-sum-triples,1925
nearest-exit-from-entrance-in-maze,1926
sum-game,1927
minimum-cost-to-reach-destination-in-time,1928
concatenation-of-array,1929
unique-length-3-palindromic-subsequences,1930
painting-a-grid-with-three-different-colors,1931
merge-bsts-to-create-single-bst,1932
check-if-string-is-decomposable-into-value-equal-substrings,1933
confirmation-rate,1934
maximum-number-of-words-you-can-type,1935
add-minimum-number-of-rungs,1936
maximum-number-of-points-with-cost,1937
maximum-genetic-difference-query,1938
users-that-actively-request-confirmation-messages,1939
longest-common-subsequence-between-sorted-arrays,1940
check-if-all-characters-have-equal-number-of-occurrences,1941
the-number-of-the-smallest-unoccupied-chair,1942
describe-the-painting,1943
number-of-visible-people-in-a-queue,1944
sum-of-digits-of-string-after-convert,1945
largest-number-after-mutating-substring,1946
maximum-compatibility-score-sum,1947
delete-duplicate-folders-in-system,1948
strong-friendship,1949
maximum-of-minimum-values-in-all-subarrays,1950
all-the-pairs-with-the-maximum-number-of-common-followers,1951
three-divisors,1952
maximum-number-of-weeks-for-which-you-can-work,1953
minimum-garden-perimeter-to-collect-enough-apples,1954
count-number-of-special-subsequences,1955
minimum-time-for-k-virus-variants-to-spread,1956
delete-characters-to-make-fancy-string,1957
check-if-move-is-legal,1958
minimum-total-space-wasted-with-k-resizing-operations,1959
maximum-product-of-the-length-of-two-palindromic-substrings,1960
check-if-string-is-a-prefix-of-array,1961
remove-stones-to-minimize-the-total,1962
minimum-number-of-swaps-to-make-the-string-balanced,1963
find-the-longest-valid-obstacle-course-at-each-position,1964
employees-with-missing-information,1965
binary-searchable-numbers-in-an-unsorted-array,1966
number-of-strings-that-appear-as-substrings-in-word,1967
array-with-elements-not-equal-to-average-of-neighbors,1968
minimum-non-zero-product-of-the-array-elements,1969
last-day-where-you-can-still-cross,1970
find-if-path-exists-in-graph,1971
first-and-last-call-on-the-same-day,1972
count-nodes-equal-to-sum-of-descendants,1973
minimum-time-to-type-word-using-special-typewriter,1974
maximum-matrix-sum,1975
number-of-ways-to-arrive-at-destination,1976
number-of-ways-to-separate-numbers,1977
employees-whose-manager-left-the-company,1978
find-greatest-common-divisor-of-array,1979
find-unique-binary-string,1980
minimize-the-difference-between-target-and-chosen-elements,1981
find-array-given-subset-sums,1982
widest-pair-of-indices-with-equal-range-sum,1983
minimum-difference-between-highest-and-lowest-of-k-scores,1984
find-the-kth-largest-integer-in-the-array,1985
minimum-number-of-work-sessions-to-finish-the-tasks,1986
number-of-unique-good-subsequences,1987
find-cutoff-score-for-each-school,1988
maximum-number-of-people-that-can-be-caught-in-tag,1989
count-the-number-of-experiments,1990
find-the-middle-index-in-array,1991
find-all-groups-of-farmland,1992
operations-on-tree,1993
the-number-of-good-subsets,1994
count-special-quadruplets,1995
the-number-of-weak-characters-in-the-game,1996
first-day-where-you-have-been-in-all-the-rooms,1997
gcd-sort-of-an-array,1998
smallest-greater-multiple-made-of-two-digits,1999
reverse-prefix-of-word,2000
number-of-pairs-of-interchangeable-rectangles,2001
maximum-product-of-the-length-of-two-palindromic-subsequences,2002
smallest-missing-genetic-value-in-each-subtree,2003
the-number-of-seniors-and-juniors-to-join-the-company,2004
subtree-removal-game-with-fibonacci-tree,2005
count-number-of-pairs-with-absolute-difference-k,2006
find-original-array-from-doubled-array,2007
maximum-earnings-from-taxi,2008
minimum-number-of-operations-to-make-array-continuous,2009
the-number-of-seniors-and-juniors-to-join-the-company-ii,2010
final-value-of-variable-after-performing-operations,2011
sum-of-beauty-in-the-array,2012
detect-squares,2013
longest-subsequence-repeated-k-times,2014
average-height-of-buildings-in-each-segment,2015
maximum-difference-between-increasing-elements,2016
grid-game,2017
check-if-word-can-be-placed-in-crossword,2018
the-score-of-students-solving-math-expression,2019
number-of-accounts-that-did-not-stream,2020
brightest-position-on-street,2021
convert-1d-array-into-2d-array,2022
number-of-pairs-of-strings-with-concatenation-equal-to-target,2023
maximize-the-confusion-of-an-exam,2024
maximum-number-of-ways-to-partition-an-array,2025
low-quality-problems,2026
minimum-moves-to-convert-string,2027
find-missing-observations,2028
stone-game-ix,2029
smallest-k-length-subsequence-with-occurrences-of-a-letter,2030
count-subarrays-with-more-ones-than-zeros,2031
two-out-of-three,2032
minimum-operations-to-make-a-uni-value-grid,2033
stock-price-fluctuation,2034
partition-array-into-two-arrays-to-minimize-sum-difference,2035
maximum-alternating-subarray-sum,2036
minimum-number-of-moves-to-seat-everyone,2037
remove-colored-pieces-if-both-neighbors-are-the-same-color,2038
the-time-when-the-network-becomes-idle,2039
kth-smallest-product-of-two-sorted-arrays,2040
accepted-candidates-from-the-interviews,2041
check-if-numbers-are-ascending-in-a-sentence,2042
simple-bank-system,2043
count-number-of-maximum-bitwise-or-subsets,2044
second-minimum-time-to-reach-destination,2045
sort-linked-list-already-sorted-using-absolute-values,2046
number-of-valid-words-in-a-sentence,2047
next-greater-numerically-balanced-number,2048
count-nodes-with-the-highest-score,2049
parallel-courses-iii,2050
the-category-of-each-member-in-the-store,2051
minimum-cost-to-separate-sentence-into-rows,2052
kth-distinct-string-in-an-array,2053
two-best-non-overlapping-events,2054
plates-between-candles,2055
number-of-valid-move-combinations-on-chessboard,2056
smallest-index-with-equal-value,2057
find-the-minimum-and-maximum-number-of-nodes-between-critical-points,2058
minimum-operations-to-convert-number,2059
check-if-an-original-string-exists-given-two-encoded-strings,2060
number-of-spaces-cleaning-robot-cleaned,2061
count-vowel-substrings-of-a-string,2062
vowels-of-all-substrings,2063
minimized-maximum-of-products-distributed-to-any-store,2064
maximum-path-quality-of-a-graph,2065
account-balance,2066
number-of-equal-count-substrings,2067
check-whether-two-strings-are-almost-equivalent,2068
walking-robot-simulation-ii,2069
most-beautiful-item-for-each-query,2070
maximum-number-of-tasks-you-can-assign,2071
the-winner-university,2072
time-needed-to-buy-tickets,2073
reverse-nodes-in-even-length-groups,2074
decode-the-slanted-ciphertext,2075
process-restricted-friend-requests,2076
paths-in-maze-that-lead-to-same-room,2077
two-furthest-houses-with-different-colors,2078
watering-plants,2079
range-frequency-queries,2080
sum-of-k-mirror-numbers,2081
the-number-of-rich-customers,2082
substrings-that-begin-and-end-with-the-same-letter,2083
drop-type-1-orders-for-customers-with-type-0-orders,2084
count-common-words-with-one-occurrence,2085
minimum-number-of-food-buckets-to-feed-the-hamsters,2086
minimum-cost-homecoming-of-a-robot-in-a-grid,2087
count-fertile-pyramids-in-a-land,2088
find-target-indices-after-sorting-array,2089
k-radius-subarray-averages,2090
removing-minimum-and-maximum-from-array,2091
find-all-people-with-secret,2092
minimum-cost-to-reach-city-with-discounts,2093
finding-3-digit-even-numbers,2094
delete-the-middle-node-of-a-linked-list,2095
step-by-step-directions-from-a-binary-tree-node-to-another,2096
valid-arrangement-of-pairs,2097
subsequence-of-size-k-with-the-largest-even-sum,2098
find-subsequence-of-length-k-with-the-largest-sum,2099
find-good-days-to-rob-the-bank,2100
detonate-the-maximum-bombs,2101
sequentially-ordinal-rank-tracker,2102
rings-and-rods,2103
sum-of-subarray-ranges,2104
watering-plants-ii,2105
maximum-fruits-harvested-after-at-most-k-steps,2106
number-of-unique-flavors-after-sharing-k-candies,2107
find-first-palindromic-string-in-the-array,2108
adding-spaces-to-a-string,2109
number-of-smooth-descent-periods-of-a-stock,2110
minimum-operations-to-make-the-array-k-increasing,2111
the-airport-with-the-most-traffic,2112
elements-in-array-after-removing-and-replacing-elements,2113
maximum-number-of-words-found-in-sentences,2114
find-all-possible-recipes-from-given-supplies,2115
check-if-a-parentheses-string-can-be-valid,2116
abbreviating-the-product-of-a-range,2117
build-the-equation,2118
a-number-after-a-double-reversal,2119
execution-of-all-suffix-instructions-staying-in-a-grid,2120
intervals-between-identical-elements,2121
recover-the-original-array,2122
minimum-operations-to-remove-adjacent-ones-in-matrix,2123
check-if-all-as-appears-before-all-bs,2124
number-of-laser-beams-in-a-bank,2125
destroying-asteroids,2126
maximum-employees-to-be-invited-to-a-meeting,2127
remove-all-ones-with-row-and-column-flips,2128
capitalize-the-title,2129
maximum-twin-sum-of-a-linked-list,2130
longest-palindrome-by-concatenating-two-letter-words,2131
stamping-the-grid,2132
check-if-every-row-and-column-contains-all-numbers,2133
minimum-swaps-to-group-all-1s-together-ii,2134
count-words-obtained-after-adding-a-letter,2135
earliest-possible-day-of-full-bloom,2136
pour-water-between-buckets-to-make-water-levels-equal,2137
divide-a-string-into-groups-of-size-k,2138
minimum-moves-to-reach-target-score,2139
solving-questions-with-brainpower,2140
maximum-running-time-of-n-computers,2141
the-number-of-passengers-in-each-bus-i,2142
choose-numbers-from-two-arrays-in-range,2143
minimum-cost-of-buying-candies-with-discount,2144
count-the-hidden-sequences,2145
k-highest-ranked-items-within-a-price-range,2146
number-of-ways-to-divide-a-long-corridor,2147
count-elements-with-strictly-smaller-and-greater-elements,2148
rearrange-array-elements-by-sign,2149
find-all-lonely-numbers-in-the-array,2150
maximum-good-people-based-on-statements,2151
minimum-number-of-lines-to-cover-points,2152
the-number-of-passengers-in-each-bus-ii,2153
keep-multiplying-found-values-by-two,2154
all-divisions-with-the-highest-score-of-a-binary-array,2155
find-substring-with-given-hash-value,2156
groups-of-strings,2157
amount-of-new-area-painted-each-day,2158
order-two-columns-independently,2159
minimum-sum-of-four-digit-number-after-splitting-digits,2160
partition-array-according-to-given-pivot,2161
minimum-cost-to-set-cooking-time,2162
minimum-difference-in-sums-after-removal-of-elements,2163
sort-even-and-odd-indices-independently,2164
smallest-value-of-the-rearranged-number,2165
design-bitset,2166
minimum-time-to-remove-all-cars-containing-illegal-goods,2167
unique-substrings-with-equal-digit-frequency,2168
count-operations-to-obtain-zero,2169
minimum-operations-to-make-the-array-alternating,2170
removing-minimum-number-of-magic-beans,2171
maximum-and-sum-of-array,2172
longest-winning-streak,2173
remove-all-ones-with-row-and-column-flips-ii,2174
the-change-in-global-rankings,2175
count-equal-and-divisible-pairs-in-an-array,2176
find-three-consecutive-integers-that-sum-to-a-given-number,2177
maximum-split-of-positive-even-integers,2178
count-good-triplets-in-an-array,2179
count-integers-with-even-digit-sum,2180
merge-nodes-in-between-zeros,2181
construct-string-with-repeat-limit,2182
count-array-pairs-divisible-by-k,2183
number-of-ways-to-build-sturdy-brick-wall,2184
counting-words-with-a-given-prefix,2185
minimum-number-of-steps-to-make-two-strings-anagram-ii,2186
minimum-time-to-complete-trips,2187
minimum-time-to-finish-the-race,2188
number-of-ways-to-build-house-of-cards,2189
most-frequent-number-following-key-in-an-array,2190
sort-the-jumbled-numbers,2191
all-ancestors-of-a-node-in-a-directed-acyclic-graph,2192
minimum-number-of-moves-to-make-palindrome,2193
cells-in-a-range-on-an-excel-sheet,2194
append-k-integers-with-minimal-sum,2195
create-binary-tree-from-descriptions,2196
replace-non-coprime-numbers-in-array,2197
number-of-single-divisor-triplets,2198
finding-the-topic-of-each-post,2199
find-all-k-distant-indices-in-an-array,2200
count-artifacts-that-can-be-extracted,2201
maximize-the-topmost-element-after-k-moves,2202
minimum-weighted-subgraph-with-the-required-paths,2203
distance-to-a-cycle-in-undirected-graph,2204
the-number-of-users-that-are-eligible-for-discount,2205
divide-array-into-equal-pairs,2206
maximize-number-of-subsequences-in-a-string,2207
minimum-operations-to-halve-array-sum,2208
minimum-white-tiles-after-covering-with-carpets,2209
count-hills-and-valleys-in-an-array,2210
count-collisions-on-a-road,2211
maximum-points-in-an-archery-competition,2212
longest-substring-of-one-repeating-character,2213
minimum-health-to-beat-game,2214
find-the-difference-of-two-arrays,2215
minimum-deletions-to-make-array-beautiful,2216
find-palindrome-with-fixed-length,2217
maximum-value-of-k-coins-from-piles,2218
maximum-sum-score-of-array,2219
minimum-bit-flips-to-convert-number,2220
find-triangular-sum-of-an-array,2221
number-of-ways-to-select-buildings,2222
sum-of-scores-of-built-strings,2223
minimum-number-of-operations-to-convert-time,2224
find-players-with-zero-or-one-losses,2225
maximum-candies-allocated-to-k-children,2226
encrypt-and-decrypt-strings,2227
users-with-two-purchases-within-seven-days,2228
check-if-an-array-is-consecutive,2229
the-users-that-are-eligible-for-discount,2230
largest-number-after-digit-swaps-by-parity,2231
minimize-result-by-adding-parentheses-to-expression,2232
maximum-product-after-k-increments,2233
maximum-total-beauty-of-the-gardens,2234
add-two-integers,2235
root-equals-sum-of-children,2236
count-positions-on-street-with-required-brightness,2237
number-of-times-a-driver-was-a-passenger,2238
find-closest-number-to-zero,2239
number-of-ways-to-buy-pens-and-pencils,2240
design-an-atm-machine,2241
maximum-score-of-a-node-sequence,2242
calculate-digit-sum-of-a-string,2243
minimum-rounds-to-complete-all-tasks,2244
maximum-trailing-zeros-in-a-cornered-path,2245
longest-path-with-different-adjacent-characters,2246
maximum-cost-of-trip-with-k-highways,2247
intersection-of-multiple-arrays,2248
count-lattice-points-inside-a-circle,2249
count-number-of-rectangles-containing-each-point,2250
number-of-flowers-in-full-bloom,2251
dynamic-pivoting-of-a-table,2252
dynamic-unpivoting-of-a-table,2253
design-video-sharing-platform,2254
count-prefixes-of-a-given-string,2255
minimum-average-difference,2256
count-unguarded-cells-in-the-grid,2257
escape-the-spreading-fire,2258
remove-digit-from-number-to-maximize-result,2259
minimum-consecutive-cards-to-pick-up,2260
k-divisible-elements-subarrays,2261
total-appeal-of-a-string,2262
make-array-non-decreasing-or-non-increasing,2263
largest-3-same-digit-number-in-string,2264
count-nodes-equal-to-average-of-subtree,2265
count-number-of-texts,2266
check-if-there-is-a-valid-parentheses-string-path,2267
minimum-number-of-keypresses,2268
find-the-k-beauty-of-a-number,2269
number-of-ways-to-split-array,2270
maximum-white-tiles-covered-by-a-carpet,2271
substring-with-largest-variance,2272
find-resultant-array-after-removing-anagrams,2273
maximum-consecutive-floors-without-special-floors,2274
largest-combination-with-bitwise-and-greater-than-zero,2275
count-integers-in-intervals,2276
closest-node-to-path-in-tree,2277
percentage-of-letter-in-string,2278
maximum-bags-with-full-capacity-of-rocks,2279
minimum-lines-to-represent-a-line-chart,2280
sum-of-total-strength-of-wizards,2281
number-of-people-that-can-be-seen-in-a-grid,2282
check-if-number-has-equal-digit-count-and-digit-value,2283
sender-with-largest-word-count,2284
maximum-total-importance-of-roads,2285
booking-concert-tickets-in-groups,2286
rearrange-characters-to-make-target-string,2287
apply-discount-to-prices,2288
steps-to-make-array-non-decreasing,2289
minimum-obstacle-removal-to-reach-corner,2290
maximum-profit-from-trading-stocks,2291
products-with-three-or-more-orders-in-two-consecutive-years,2292
min-max-game,2293
partition-array-such-that-maximum-difference-is-k,2294
replace-elements-in-an-array,2295
design-a-text-editor,2296
jump-game-viii,2297
tasks-count-in-the-weekend,2298
strong-password-checker-ii,2299
successful-pairs-of-spells-and-potions,2300
match-substring-after-replacement,2301
count-subarrays-with-score-less-than-k,2302
calculate-amount-paid-in-taxes,2303
minimum-path-cost-in-a-grid,2304
fair-distribution-of-cookies,2305
naming-a-company,2306
check-for-contradictions-in-equations,2307
arrange-table-by-gender,2308
greatest-english-letter-in-upper-and-lower-case,2309
sum-of-numbers-with-units-digit-k,2310
longest-binary-subsequence-less-than-or-equal-to-k,2311
selling-pieces-of-wood,2312
minimum-flips-in-binary-tree-to-get-result,2313
the-first-day-of-the-maximum-recorded-degree-in-each-city,2314
count-asterisks,2315
count-unreachable-pairs-of-nodes-in-an-undirected-graph,2316
maximum-xor-after-operations,2317
number-of-distinct-roll-sequences,2318
check-if-matrix-is-x-matrix,2319
count-number-of-ways-to-place-houses,2320
maximum-score-of-spliced-array,2321
minimum-score-after-removals-on-a-tree,2322
find-minimum-time-to-finish-all-jobs-ii,2323
product-sales-analysis-iv,2324
decode-the-message,2325
spiral-matrix-iv,2326
number-of-people-aware-of-a-secret,2327
number-of-increasing-paths-in-a-grid,2328
product-sales-analysis-v,2329
valid-palindrome-iv,2330
evaluate-boolean-binary-tree,2331
the-latest-time-to-catch-a-bus,2332
minimum-sum-of-squared-difference,2333
subarray-with-elements-greater-than-varying-threshold,2334
minimum-amount-of-time-to-fill-cups,2335
smallest-number-in-infinite-set,2336
move-pieces-to-obtain-a-string,2337
count-the-number-of-ideal-arrays,2338
all-the-matches-of-the-league,2339
minimum-adjacent-swaps-to-make-a-valid-array,2340
maximum-number-of-pairs-in-array,2341
max-sum-of-a-pair-with-equal-sum-of-digits,2342
query-kth-smallest-trimmed-number,2343
minimum-deletions-to-make-array-divisible,2344
finding-the-number-of-visible-mountains,2345
compute-the-rank-as-a-percentage,2346
best-poker-hand,2347
number-of-zero-filled-subarrays,2348
design-a-number-container-system,2349
shortest-impossible-sequence-of-rolls,2350
first-letter-to-appear-twice,2351
equal-row-and-column-pairs,2352
design-a-food-rating-system,2353
number-of-excellent-pairs,2354
maximum-number-of-books-you-can-take,2355
number-of-unique-subjects-taught-by-each-teacher,2356
make-array-zero-by-subtracting-equal-amounts,2357
maximum-number-of-groups-entering-a-competition,2358
find-closest-node-to-given-two-nodes,2359
longest-cycle-in-a-graph,2360
minimum-costs-using-the-train-line,2361
generate-the-invoice,2362
merge-similar-items,2363
count-number-of-bad-pairs,2364
task-scheduler-ii,2365
minimum-replacements-to-sort-the-array,2366
number-of-arithmetic-triplets,2367
reachable-nodes-with-restrictions,2368
check-if-there-is-a-valid-partition-for-the-array,2369
longest-ideal-subsequence,2370
minimize-maximum-value-in-a-grid,2371
calculate-the-influence-of-each-salesperson,2372
largest-local-values-in-a-matrix,2373
node-with-highest-edge-score,2374
construct-smallest-number-from-di-string,2375
count-special-integers,2376
sort-the-olympic-table,2377
choose-edges-to-maximize-score-in-a-tree,2378
minimum-recolors-to-get-k-consecutive-black-blocks,2379
time-needed-to-rearrange-a-binary-string,2380
shifting-letters-ii,2381
maximum-segment-sum-after-removals,2382
minimum-hours-of-training-to-win-a-competition,2383
largest-palindromic-number,2384
amount-of-time-for-binary-tree-to-be-infected,2385
find-the-k-sum-of-an-array,2386
median-of-a-row-wise-sorted-matrix,2387
change-null-values-in-a-table-to-the-previous-value,2388
longest-subsequence-with-limited-sum,2389
removing-stars-from-a-string,2390
minimum-amount-of-time-to-collect-garbage,2391
build-a-matrix-with-conditions,2392
count-strictly-increasing-subarrays,2393
employees-with-deductions,2394
find-subarrays-with-equal-sum,2395
strictly-palindromic-number,2396
maximum-rows-covered-by-columns,2397
maximum-number-of-robots-within-budget,2398
check-distances-between-same-letters,2399
number-of-ways-to-reach-a-position-after-exactly-k-steps,2400
longest-nice-subarray,2401
meeting-rooms-iii,2402
minimum-time-to-kill-all-monsters,2403
most-frequent-even-element,2404
optimal-partition-of-string,2405
divide-intervals-into-minimum-number-of-groups,2406
longest-increasing-subsequence-ii,2407
design-sql,2408
count-days-spent-together,2409
maximum-matching-of-players-with-trainers,2410
smallest-subarrays-with-maximum-bitwise-or,2411
minimum-money-required-before-transactions,2412
smallest-even-multiple,2413
length-of-the-longest-alphabetical-continuous-substring,2414
reverse-odd-levels-of-binary-tree,2415
sum-of-prefix-scores-of-strings,2416
closest-fair-integer,2417
sort-the-people,2418
longest-subarray-with-maximum-bitwise-and,2419
find-all-good-indices,2420
number-of-good-paths,2421
merge-operations-to-turn-array-into-a-palindrome,2422
remove-letter-to-equalize-frequency,2423
longest-uploaded-prefix,2424
bitwise-xor-of-all-pairings,2425
number-of-pairs-satisfying-inequality,2426
number-of-common-factors,2427
maximum-sum-of-an-hourglass,2428
minimize-xor,2429
maximum-deletions-on-a-string,2430
maximize-total-tastiness-of-purchased-fruits,2431
the-employee-that-worked-on-the-longest-task,2432
find-the-original-array-of-prefix-xor,2433
using-a-robot-to-print-the-lexicographically-smallest-string,2434
paths-in-matrix-whose-sum-is-divisible-by-k,2435
minimum-split-into-subarrays-with-gcd-greater-than-one,2436
number-of-valid-clock-times,2437
range-product-queries-of-powers,2438
minimize-maximum-of-array,2439
create-components-with-same-value,2440
largest-positive-integer-that-exists-with-its-negative,2441
count-number-of-distinct-integers-after-reverse-operations,2442
sum-of-number-and-its-reverse,2443
count-subarrays-with-fixed-bounds,2444
number-of-nodes-with-value-one,2445
determine-if-two-events-have-conflict,2446
number-of-subarrays-with-gcd-equal-to-k,2447
minimum-cost-to-make-array-equal,2448
minimum-number-of-operations-to-make-arrays-similar,2449
number-of-distinct-binary-strings-after-applying-operations,2450
odd-string-difference,2451
words-within-two-edits-of-dictionary,2452
destroy-sequential-targets,2453
next-greater-element-iv,2454
average-value-of-even-numbers-that-are-divisible-by-three,2455
most-popular-video-creator,2456
minimum-addition-to-make-integer-beautiful,2457
height-of-binary-tree-after-subtree-removal-queries,2458
sort-array-by-moving-items-to-empty-space,2459
apply-operations-to-an-array,2460
maximum-sum-of-distinct-subarrays-with-length-k,2461
total-cost-to-hire-k-workers,2462
minimum-total-distance-traveled,2463
minimum-subarrays-in-a-valid-split,2464
number-of-distinct-averages,2465
count-ways-to-build-good-strings,2466
most-profitable-path-in-a-tree,2467
split-message-based-on-limit,2468
convert-the-temperature,2469
number-of-subarrays-with-lcm-equal-to-k,2470
minimum-number-of-operations-to-sort-a-binary-tree-by-level,2471
maximum-number-of-non-overlapping-palindrome-substrings,2472
minimum-cost-to-buy-apples,2473
customers-with-strictly-increasing-purchases,2474
number-of-unequal-triplets-in-array,2475
closest-nodes-queries-in-a-binary-search-tree,2476
minimum-fuel-cost-to-report-to-the-capital,2477
number-of-beautiful-partitions,2478
maximum-xor-of-two-non-overlapping-subtrees,2479
form-a-chemical-bond,2480
minimum-cuts-to-divide-a-circle,2481
difference-between-ones-and-zeros-in-row-and-column,2482
minimum-penalty-for-a-shop,2483
count-palindromic-subsequences,2484
find-the-pivot-integer,2485
append-characters-to-string-to-make-subsequence,2486
remove-nodes-from-linked-list,2487
count-subarrays-with-median-k,2488
number-of-substrings-with-fixed-ratio,2489
circular-sentence,2490
divide-players-into-teams-of-equal-skill,2491
minimum-score-of-a-path-between-two-cities,2492
divide-nodes-into-the-maximum-number-of-groups,2493
merge-overlapping-events-in-the-same-hall,2494
number-of-subarrays-having-even-product,2495
maximum-value-of-a-string-in-an-array,2496
maximum-star-sum-of-a-graph,2497
frog-jump-ii,2498
minimum-total-cost-to-make-arrays-unequal,2499
delete-greatest-value-in-each-row,2500
longest-square-streak-in-an-array,2501
design-memory-allocator,2502
maximum-number-of-points-from-grid-queries,2503
concatenate-the-name-and-the-profession,2504
bitwise-or-of-all-subsequence-sums,2505
count-pairs-of-similar-strings,2506
smallest-value-after-replacing-with-sum-of-prime-factors,2507
add-edges-to-make-degrees-of-all-nodes-even,2508
cycle-length-queries-in-a-tree,2509
check-if-there-is-a-path-with-equal-number-of-0s-and-1s,2510
maximum-enemy-forts-that-can-be-captured,2511
reward-top-k-students,2512
minimize-the-maximum-of-two-arrays,2513
count-anagrams,2514
shortest-distance-to-target-string-in-a-circular-array,2515
take-k-of-each-character-from-left-and-right,2516
maximum-tastiness-of-candy-basket,2517
number-of-great-partitions,2518
count-the-number-of-k-big-indices,2519
count-the-digits-that-divide-a-number,2520
distinct-prime-factors-of-product-of-array,2521
partition-string-into-substrings-with-values-at-most-k,2522
closest-prime-numbers-in-range,2523
maximum-frequency-score-of-a-subarray,2524
categorize-box-according-to-criteria,2525
find-consecutive-integers-from-a-data-stream,2526
find-xor-beauty-of-array,2527
maximize-the-minimum-powered-city,2528
maximum-count-of-positive-integer-and-negative-integer,2529
maximal-score-after-applying-k-operations,2530
make-number-of-distinct-characters-equal,2531
time-to-cross-a-bridge,2532
number-of-good-binary-strings,2533
time-taken-to-cross-the-door,2534
difference-between-element-sum-and-digit-sum-of-an-array,2535
increment-submatrices-by-one,2536
count-the-number-of-good-subarrays,2537
difference-between-maximum-and-minimum-price-sum,2538
count-the-number-of-good-subsequences,2539
minimum-common-value,2540
minimum-operations-to-make-array-equal-ii,2541
maximum-subsequence-score,2542
check-if-point-is-reachable,2543
alternating-digit-sum,2544
sort-the-students-by-their-kth-score,2545
apply-bitwise-operations-to-make-strings-equal,2546
minimum-cost-to-split-an-array,2547
maximum-price-to-fill-a-bag,2548
count-distinct-numbers-on-board,2549
count-collisions-of-monkeys-on-a-polygon,2550
put-marbles-in-bags,2551
count-increasing-quadruplets,2552
separate-the-digits-in-an-array,2553
maximum-number-of-integers-to-choose-from-a-range-i,2554
maximize-win-from-two-segments,2555
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,2556
maximum-number-of-integers-to-choose-from-a-range-ii,2557
take-gifts-from-the-richest-pile,2558
count-vowel-strings-in-ranges,2559
house-robber-iv,2560
rearranging-fruits,2561
find-the-array-concatenation-value,2562
count-the-number-of-fair-pairs,2563
substring-xor-queries,2564
subsequence-with-the-minimum-score,2565
maximum-difference-by-remapping-a-digit,2566
minimum-score-by-changing-two-elements,2567
minimum-impossible-or,2568
handling-sum-queries-after-update,2569
merge-two-2d-arrays-by-summing-values,2570
minimum-operations-to-reduce-an-integer-to-0,2571
count-the-number-of-square-free-subsets,2572
find-the-string-with-lcp,2573
left-and-right-sum-differences,2574
find-the-divisibility-array-of-a-string,2575
find-the-maximum-number-of-marked-indices,2576
minimum-time-to-visit-a-cell-in-a-grid,2577
split-with-minimum-sum,2578
count-total-number-of-colored-cells,2579
count-ways-to-group-overlapping-ranges,2580
count-number-of-possible-root-nodes,2581
